timestamp;src_ip;dst_ip;src_port;dst_port;protocol;attack_type;user;status;error_message;geo_location;session_hash
2024-03-27T20:19:38;49.12.236.54;39.236.37.178;22;22;TCP;Exploração de Vulnerabilidade;root;Sucesso;;São Paulo, Brasil;51f1630
2024-09-16T22:03:46;83.238.71.203;83.167.77.102;;;ICMP;Port Scanning;root;Sucesso;;Paris, França;213cfa5
2024-10-27T22:03:29;47.127.3.232;221.91.146.241;80;443;TCP;Exploração de Vulnerabilidade;guest;Falhou;403 Forbidden;New York, USA;22aad44
2024-08-20T08:11:00;253.63.150.226;34.41.147.249;53;67;UDP;Exploração de Vulnerabilidade;guest;Falhou;403 Forbidden;Paris, França;ee21ce7
2024-10-23T15:18:27;142.221.25.52;19.66.41.231;22;443;TCP;Exploração de Vulnerabilidade;admin;Sucesso;;Berlin, Alemanha;9451b02
2024-02-15T22:03:05;45.144.204.80;156.191.180.43;53;68;UDP;DDoS;admin;Sucesso;;Berlin, Alemanha;20451857
2024-07-27T13:05:20;243.161.131.248;174.242.174.97;22;22;TCP;Exploração de Vulnerabilidade;admin;Falhou;Rate Limit Exceeded;Paris, França;178eee8
2024-06-09T21:37:49;106.247.6.150;217.16.117.29;69;69;UDP;DDoS;guest;Sucesso;;Paris, França;8a91bb2
2024-07-19T05:46:41;246.105.49.98;140.185.22.8;80;22;TCP;Brute Force;root;Falhou;Rate Limit Exceeded;Paris, França;1f92a66
2024-06-02T00:05:51;199.168.27.35;177.112.58.170;67;68;UDP;Exploração de Vulnerabilidade;admin;Sucesso;;Berlin, Alemanha;b691ffe
2024-08-18T22:27:22;39.196.59.98;155.254.41.157;22;3306;TCP;Brute Force;guest;Falhou;Rate Limit Exceeded;Paris, França;79a4c6
2024-06-26T23:20:17;231.55.203.170;68.123.144.156;161;53;UDP;Exploração de Vulnerabilidade;admin;Falhou;403 Forbidden;New York, USA;108a119f
2024-02-03T06:21:27;57.52.106.160;19.196.52.167;53;68;UDP;DDoS;admin;Falhou;Invalid Password;Berlin, Alemanha;25f8ea7
2024-05-21T20:27:24;174.234.216.236;187.70.62.94;80;80;TCP;Brute Force;guest;Falhou;Rate Limit Exceeded;New York, USA;5571920
2024-04-15T09:23:57;218.163.38.151;187.182.250.80;67;69;UDP;DDoS;root;Falhou;Rate Limit Exceeded;Paris, França;d992496
2024-08-20T23:42:57;62.49.234.64;215.44.240.94;67;67;UDP;DDoS;guest;Falhou;403 Forbidden;Paris, França;13031735
2024-08-21T19:39:11;245.179.236.137;240.103.255.249;80;80;TCP;Brute Force;root;Falhou;Rate Limit Exceeded;São Paulo, Brasil;1d135a9
2024-10-19T09:40:40;92.113.28.20;251.231.196.234;67;69;UDP;DDoS;admin;Falhou;403 Forbidden;New York, USA;23e71991
2024-09-23T04:21:03;179.153.100.137;237.100.5.207;80;80;TCP;Brute Force;root;Falhou;Rate Limit Exceeded;Tokyo, Japão;1ea525d2
2024-08-18T21:32:06;79.82.168.4;5.103.20.123;68;67;UDP;Exploração de Vulnerabilidade;admin;Sucesso;;New York, USA;117f6d4
2024-05-05T06:00:51;82.162.129.126;44.124.27.249;;;ICMP;Port Scanning;root;Sucesso;;New York, USA;25172641
2024-10-13T01:44:25;81.53.94.213;28.178.23.20;3306;80;TCP;Exploração de Vulnerabilidade;root;Falhou;403 Forbidden;São Paulo, Brasil;bc022c5
2024-09-13T12:33:42;230.8.227.171;39.64.11.99;80;443;TCP;Brute Force;root;Falhou;Rate Limit Exceeded;Berlin, Alemanha;7641680
2024-09-12T15:00:39;48.162.84.162;242.208.29.63;;;ICMP;DDoS;guest;Sucesso;;New York, USA;5f82096
2024-04-26T21:34:05;239.194.49.250;56.70.192.218;68;68;UDP;DDoS;guest;Sucesso;;New York, USA;2542dae
2024-05-01T03:02:44;160.69.181.25;238.42.248.148;67;68;UDP;DDoS;root;Sucesso;;New York, USA;484256b
2024-06-13T02:36:23;147.128.1.27;22.49.248.102;;;ICMP;Port Scanning;root;Sucesso;;Berlin, Alemanha;f5b52c
2024-01-08T22:12:52;204.153.128.82;116.76.7.26;80;3306;TCP;Exploração de Vulnerabilidade;admin;Falhou;403 Forbidden;São Paulo, Brasil;1a762001
2024-08-13T04:21:12;12.17.220.87;116.157.73.220;8080;80;TCP;Brute Force;guest;Sucesso;;Paris, França;b5c8aa
2024-08-04T23:22:09;160.30.87.60;129.28.197.247;161;161;UDP;DDoS;root;Sucesso;;Tokyo, Japão;4c823fc
2024-08-12T08:48:34;108.18.62.12;178.188.139.158;8080;3306;TCP;Brute Force;root;Falhou;Rate Limit Exceeded;São Paulo, Brasil;1f15c6b
2024-03-29T22:13:02;172.191.230.123;92.73.253.202;443;3306;TCP;Exploração de Vulnerabilidade;root;Falhou;403 Forbidden;Berlin, Alemanha;165910cb
2024-07-18T04:36:02;178.23.57.78;248.129.169.127;22;22;TCP;Brute Force;root;Sucesso;;New York, USA;20b92217
2024-02-27T09:01:05;3.28.212.190;153.209.183.178;;;ICMP;DDoS;root;Sucesso;;New York, USA;f7b6ad
2024-04-29T05:49:43;64.79.186.152;222.189.40.50;;;ICMP;Port Scanning;admin;Falhou;Rate Limit Exceeded;Paris, França;71e24f7
2024-07-23T16:29:59;1.255.83.218;231.135.192.40;;;ICMP;Port Scanning;root;Sucesso;;New York, USA;1cfdad8
2024-06-26T21:46:50;192.245.155.197;133.80.206.163;161;68;UDP;Exploração de Vulnerabilidade;guest;Sucesso;;Paris, França;1e0126af
2024-05-24T16:19:56;198.253.52.247;104.235.96.16;67;67;UDP;DDoS;root;Sucesso;;New York, USA;1a9bc91
2024-06-03T03:27:24;172.146.27.46;14.66.51.120;69;67;UDP;DDoS;guest;Falhou;Access Denied;Tokyo, Japão;109723ac
2024-08-15T06:51:40;179.163.71.255;115.221.74.30;69;67;UDP;Exploração de Vulnerabilidade;root;Falhou;Access Denied;Berlin, Alemanha;1ed71c8d
2024-10-16T05:29:16;105.28.4.130;27.42.67.87;80;8080;TCP;Brute Force;admin;Sucesso;;Tokyo, Japão;1328136f
2024-09-02T05:28:11;180.235.17.141;205.187.117.19;68;68;UDP;Exploração de Vulnerabilidade;root;Falhou;Invalid Password;New York, USA;1989d42
2024-01-10T00:52:29;186.170.241.233;12.235.72.214;;;ICMP;DDoS;root;Sucesso;;Tokyo, Japão;1ee1ed9
2024-08-12T23:25:15;84.224.131.53;113.132.228.139;53;53;UDP;DDoS;guest;Falhou;Rate Limit Exceeded;Paris, França;1357de2
2024-10-02T22:15:42;239.56.224.132;80.237.167.74;53;67;UDP;Exploração de Vulnerabilidade;root;Falhou;Invalid Password;Tokyo, Japão;250c1205
2024-01-21T09:54:14;245.74.100.17;127.163.122.62;;;ICMP;DDoS;root;Sucesso;;São Paulo, Brasil;235f1465
2024-07-24T12:27:08;248.50.66.34;180.109.109.92;3306;22;TCP;Exploração de Vulnerabilidade;guest;Sucesso;;Tokyo, Japão;1121b82
2024-09-20T23:16:47;217.73.108.235;131.147.40.17;69;161;UDP;DDoS;guest;Falhou;403 Forbidden;New York, USA;14161e4a
2024-03-14T16:19:08;232.248.1.133;77.108.47.98;;;ICMP;DDoS;root;Sucesso;;Tokyo, Japão;8ed12e5
2024-07-16T15:23:44;35.234.250.65;16.120.176.12;8080;3306;TCP;Exploração de Vulnerabilidade;admin;Falhou;Access Denied;Paris, França;20bf1e1e
2024-10-25T07:57:27;165.75.196.60;216.235.90.24;80;3306;TCP;Exploração de Vulnerabilidade;guest;Falhou;Access Denied;Berlin, Alemanha;1ebbf4e
2024-09-27T23:01:13;235.96.134.206;169.240.242.164;80;3306;TCP;Exploração de Vulnerabilidade;root;Sucesso;;Berlin, Alemanha;a4a2613
2024-06-15T16:37:54;167.85.224.166;211.176.43.251;68;67;UDP;Exploração de Vulnerabilidade;guest;Falhou;Invalid Password;Paris, França;22f61d06
2024-10-02T19:25:09;121.16.29.178;160.253.147.231;;;ICMP;DDoS;admin;Sucesso;;Tokyo, Japão;88fd44
2024-08-07T05:01:15;50.77.96.105;140.105.7.187;161;67;UDP;DDoS;root;Sucesso;;Tokyo, Japão;149fecb
2024-05-05T23:32:38;156.110.201.56;254.242.110.221;443;22;TCP;Brute Force;admin;Falhou;Rate Limit Exceeded;New York, USA;113c75d
2024-07-29T22:40:00;106.40.37.140;124.222.195.32;22;80;TCP;Exploração de Vulnerabilidade;root;Falhou;Invalid Password;Berlin, Alemanha;250913e8
2024-01-01T02:57:57;67.95.87.156;119.230.36.221;443;22;TCP;Brute Force;guest;Falhou;Rate Limit Exceeded;New York, USA;1b7397a
2024-10-28T20:41:16;192.225.211.28;46.30.213.91;161;69;UDP;Exploração de Vulnerabilidade;root;Sucesso;;São Paulo, Brasil;21c0231d
2024-08-17T23:09:33;233.142.208.129;181.57.71.73;443;8080;TCP;Brute Force;admin;Falhou;Rate Limit Exceeded;Berlin, Alemanha;6641000
2024-05-16T07:18:03;105.42.231.244;42.162.99.62;;;ICMP;Port Scanning;root;Sucesso;;Paris, França;1399222b
2024-01-10T07:41:40;210.147.197.119;20.50.177.175;;;ICMP;Port Scanning;root;Falhou;Rate Limit Exceeded;São Paulo, Brasil;21dc1b12
2024-01-31T18:55:50;87.106.217.234;84.39.42.96;;;ICMP;DDoS;admin;Falhou;Invalid Password;São Paulo, Brasil;1bcad3d
2024-02-05T03:55:40;128.35.50.20;189.139.49.105;;;ICMP;DDoS;admin;Sucesso;;Tokyo, Japão;1c4ee9d
2024-04-12T21:59:07;148.64.158.99;133.225.204.185;;;ICMP;DDoS;root;Sucesso;;New York, USA;10a71c90
2024-05-10T07:49:25;69.173.14.202;103.99.31.48;161;68;UDP;Exploração de Vulnerabilidade;admin;Sucesso;;Tokyo, Japão;15ba1933
2024-07-15T23:24:56;178.55.208.203;52.194.108.163;53;53;UDP;Exploração de Vulnerabilidade;root;Sucesso;;Tokyo, Japão;69321fa
2024-06-13T23:48:28;177.189.121.241;216.109.101.112;;;ICMP;Port Scanning;guest;Falhou;Access Denied;New York, USA;252a4a1
2024-03-01T09:01:38;117.255.189.203;100.209.207.79;8080;443;TCP;Exploração de Vulnerabilidade;root;Sucesso;;New York, USA;18c0137e
2024-10-22T16:03:14;18.100.15.34;139.28.238.20;22;80;TCP;Brute Force;root;Sucesso;;Tokyo, Japão;256b1166
2024-03-03T23:06:56;44.53.131.181;201.238.70.60;;;ICMP;DDoS;guest;Falhou;Rate Limit Exceeded;São Paulo, Brasil;5b21d03
2024-06-19T18:01:47;125.43.54.114;71.138.37.245;53;68;UDP;DDoS;guest;Sucesso;;New York, USA;12f2237f
2024-01-02T21:22:51;123.50.61.198;238.208.10.136;22;80;TCP;Brute Force;admin;Sucesso;;Tokyo, Japão;144826d4
2024-02-03T09:06:44;154.189.5.126;252.160.218.88;8080;443;TCP;Exploração de Vulnerabilidade;admin;Falhou;403 Forbidden;Tokyo, Japão;1cf616a6
2024-06-10T19:15:02;191.107.223.37;130.80.247.107;67;53;UDP;Exploração de Vulnerabilidade;root;Falhou;403 Forbidden;Paris, França;6341015
2024-02-02T21:56:21;216.243.174.185;34.253.226.32;67;68;UDP;DDoS;root;Falhou;403 Forbidden;Berlin, Alemanha;b142126
2024-05-28T08:26:59;164.252.105.65;221.126.82.67;22;3306;TCP;Exploração de Vulnerabilidade;root;Sucesso;;Tokyo, Japão;26a418cf
2024-06-05T02:49:39;200.66.187.23;218.91.216.222;8080;3306;TCP;Brute Force;root;Falhou;Rate Limit Exceeded;Tokyo, Japão;223b2105
2024-03-22T23:32:24;182.92.202.140;185.140.50.16;;;ICMP;Port Scanning;guest;Falhou;Access Denied;Tokyo, Japão;6a11607
2024-04-22T20:43:07;182.42.190.234;207.115.13.165;;;ICMP;DDoS;root;Sucesso;;Tokyo, Japão;ba3804
2024-07-21T08:26:54;169.29.19.83;11.105.231.19;;;ICMP;DDoS;root;Falhou;403 Forbidden;Paris, França;1c6dc98
2024-06-26T03:46:51;69.84.194.233;212.248.27.88;67;53;UDP;DDoS;admin;Sucesso;;Tokyo, Japão;2443234e
2024-10-07T20:37:33;172.151.121.231;164.71.102.176;53;53;UDP;DDoS;root;Sucesso;;Berlin, Alemanha;14df1885
2024-06-11T15:27:32;44.218.42.51;66.52.93.161;22;8080;TCP;Brute Force;root;Sucesso;;Tokyo, Japão;b94cd6
2024-10-27T09:11:52;32.24.4.172;156.82.9.6;443;22;TCP;Exploração de Vulnerabilidade;root;Sucesso;;Berlin, Alemanha;b381216
2024-03-14T20:01:47;75.246.19.105;175.160.208.136;22;8080;TCP;Brute Force;admin;Sucesso;;Paris, França;97320bc
2024-10-17T16:20:19;7.157.164.26;193.75.31.250;;;ICMP;DDoS;admin;Sucesso;;Tokyo, Japão;1019d22
2024-09-06T13:21:55;113.149.186.233;78.68.134.98;;;ICMP;DDoS;admin;Falhou;Rate Limit Exceeded;São Paulo, Brasil;55c240a
2024-06-23T20:11:00;231.85.15.151;78.222.108.107;;;ICMP;Port Scanning;admin;Sucesso;;Paris, França;20a41ce5
2024-08-10T22:28:40;79.85.200.204;155.223.233.225;3306;8080;TCP;Brute Force;root;Sucesso;;Berlin, Alemanha;214516ee
2024-01-12T12:26:35;76.155.124.148;199.178.65.29;;;ICMP;DDoS;root;Falhou;Access Denied;Tokyo, Japão;ac26d6
2024-06-30T17:59:43;44.143.28.8;171.183.176.43;;;ICMP;DDoS;guest;Sucesso;;New York, USA;147c49b
2024-03-23T22:59:47;166.133.87.151;97.28.249.11;8080;443;TCP;Brute Force;admin;Sucesso;;Paris, França;1bdf1c2e
2024-03-07T05:39:34;136.81.227.44;68.218.28.220;69;68;UDP;Exploração de Vulnerabilidade;root;Sucesso;;Berlin, Alemanha;21661e76
2024-04-19T01:19:34;248.113.230.31;129.17.193.109;67;161;UDP;DDoS;admin;Falhou;Invalid Password;Berlin, Alemanha;16b6da5
2024-05-11T06:38:42;163.198.109.18;188.187.1.12;67;161;UDP;Exploração de Vulnerabilidade;admin;Falhou;Access Denied;Tokyo, Japão;1f99f33
2024-05-16T05:58:44;36.90.224.164;22.172.21.202;69;68;UDP;Exploração de Vulnerabilidade;root;Sucesso;;Berlin, Alemanha;9af1fde
2024-03-25T00:46:07;120.28.238.80;76.71.195.242;53;67;UDP;Exploração de Vulnerabilidade;root;Falhou;403 Forbidden;São Paulo, Brasil;8d6535
2024-06-06T16:31:46;200.148.74.85;125.136.66.254;;;ICMP;DDoS;root;Falhou;Rate Limit Exceeded;Berlin, Alemanha;242326c3
2024-01-05T06:58:38;151.138.251.121;114.252.87.61;443;8080;TCP;Brute Force;admin;Sucesso;;Tokyo, Japão;53826d7
2024-02-17T02:12:26;230.180.49.236;161.1.174.218;80;80;TCP;Exploração de Vulnerabilidade;root;Sucesso;;Berlin, Alemanha;2122cd4
2024-06-25T20:47:11;187.198.65.15;6.11.210.232;161;69;UDP;Exploração de Vulnerabilidade;admin;Falhou;403 Forbidden;Paris, França;a571b6a
2024-10-31T03:59:04;76.123.208.249;188.171.239.195;53;67;UDP;DDoS;root;Falhou;Access Denied;Tokyo, Japão;233a1724
2024-10-31T13:37:28;73.184.105.132;201.145.62.101;22;8080;TCP;Brute Force;guest;Sucesso;;Berlin, Alemanha;188e1447
2024-05-15T03:26:28;28.176.6.253;246.52.181.128;;;ICMP;Port Scanning;root;Falhou;403 Forbidden;New York, USA;8659f6
2024-10-26T21:13:26;126.104.81.120;200.89.210.49;53;68;UDP;Exploração de Vulnerabilidade;root;Sucesso;;Tokyo, Japão;dd4226e
2024-01-10T17:41:33;140.252.124.187;150.101.57.148;22;443;TCP;Brute Force;root;Sucesso;;Berlin, Alemanha;70f1ea8
2024-05-08T02:44:16;84.194.162.20;159.88.168.193;68;68;UDP;DDoS;root;Falhou;Invalid Password;Berlin, Alemanha;797a7b
2024-02-10T21:13:35;138.4.196.15;98.250.133.197;69;69;UDP;Exploração de Vulnerabilidade;guest;Falhou;Rate Limit Exceeded;New York, USA;bcd10ee
2024-03-04T07:34:41;143.131.56.128;88.77.136.93;443;443;TCP;Brute Force;admin;Sucesso;;São Paulo, Brasil;153a1b91
2024-09-07T06:24:08;220.68.123.54;11.16.194.185;;;ICMP;Port Scanning;guest;Sucesso;;Tokyo, Japão;1cbf2486
2024-05-05T07:09:43;104.254.146.192;197.183.59.135;161;67;UDP;Exploração de Vulnerabilidade;root;Sucesso;;New York, USA;1ea424b7
2024-05-08T18:05:21;222.57.27.155;16.154.150.237;80;3306;TCP;Brute Force;guest;Falhou;Rate Limit Exceeded;São Paulo, Brasil;15d8541
2024-02-26T04:42:22;227.214.244.226;254.23.207.129;161;67;UDP;DDoS;guest;Falhou;Invalid Password;Berlin, Alemanha;1e661e12
2024-02-08T19:37:27;140.85.65.18;168.29.123.14;161;67;UDP;Exploração de Vulnerabilidade;root;Falhou;Access Denied;Berlin, Alemanha;239d5ae
2024-04-20T19:49:56;87.163.24.117;202.50.90.148;22;3306;TCP;Brute Force;root;Sucesso;;New York, USA;d6c1ac6
2024-02-28T01:55:10;128.146.77.211;230.60.10.241;;;ICMP;Port Scanning;guest;Falhou;403 Forbidden;Berlin, Alemanha;14392636
2024-03-09T17:18:21;33.64.205.188;92.112.62.39;80;8080;TCP;Exploração de Vulnerabilidade;root;Falhou;Invalid Password;Tokyo, Japão;108647e
2024-07-11T21:32:01;135.224.74.111;26.26.164.4;161;69;UDP;DDoS;admin;Sucesso;;Paris, França;26691b95
2024-05-13T15:57:35;5.100.18.228;94.192.144.30;68;69;UDP;Exploração de Vulnerabilidade;root;Falhou;Invalid Password;Paris, França;b1322c6
2024-05-25T19:41:44;15.195.253.39;225.79.125.12;;;ICMP;Port Scanning;guest;Sucesso;;Tokyo, Japão;1ed524c1
2024-02-27T09:21:21;171.222.200.14;51.31.112.16;53;68;UDP;DDoS;admin;Sucesso;;New York, USA;12741b7e
2024-09-15T16:32:07;63.7.85.132;69.215.56.239;;;ICMP;Port Scanning;admin;Falhou;Rate Limit Exceeded;São Paulo, Brasil;824126f
2024-09-07T00:27:44;190.190.16.4;64.229.105.133;;;ICMP;Port Scanning;admin;Falhou;Access Denied;Tokyo, Japão;9ce66c
2024-08-16T17:30:10;242.167.131.228;27.169.148.243;;;ICMP;Port Scanning;guest;Falhou;403 Forbidden;New York, USA;6571668
2024-06-02T23:00:00;95.37.115.190;85.161.164.206;443;8080;TCP;Brute Force;root;Sucesso;;Tokyo, Japão;1a0c1ba5
2024-10-18T09:29:07;153.8.174.216;236.194.246.253;80;8080;TCP;Exploração de Vulnerabilidade;root;Falhou;Rate Limit Exceeded;Berlin, Alemanha;180b7b0
2024-05-02T18:57:04;75.37.47.135;237.26.120.116;3306;443;TCP;Brute Force;root;Sucesso;;Paris, França;21ea43d
2024-01-29T19:35:29;123.201.19.60;18.41.246.60;80;443;TCP;Exploração de Vulnerabilidade;root;Falhou;403 Forbidden;New York, USA;11642437
2024-03-03T05:56:24;241.243.97.117;245.10.209.1;22;22;TCP;Exploração de Vulnerabilidade;admin;Sucesso;;Tokyo, Japão;129e1e18
2024-04-07T00:56:48;205.139.247.243;91.92.199.70;;;ICMP;DDoS;root;Sucesso;;New York, USA;1ea825ae
2024-01-04T12:54:28;210.204.229.154;209.86.206.83;;;ICMP;Port Scanning;root;Sucesso;;São Paulo, Brasil;1b9b13c3
2024-02-16T20:39:54;189.80.210.184;116.129.132.202;443;22;TCP;Exploração de Vulnerabilidade;root;Sucesso;;New York, USA;1fbedbe
2024-08-18T15:43:46;49.5.250.104;19.184.240.37;161;68;UDP;Exploração de Vulnerabilidade;admin;Sucesso;;Paris, França;54212cf
2024-07-03T21:11:10;96.9.85.144;248.149.186.118;;;ICMP;DDoS;root;Sucesso;;Paris, França;8478fd
2024-02-16T02:55:33;26.4.75.245;96.101.226.99;80;22;TCP;Brute Force;root;Sucesso;;Berlin, Alemanha;18651c55
2024-01-05T17:59:26;20.21.26.197;179.80.109.60;161;69;UDP;DDoS;root;Sucesso;;New York, USA;18dd24fd
2024-09-10T20:05:11;113.218.64.17;150.106.252.77;;;ICMP;Port Scanning;root;Falhou;Rate Limit Exceeded;São Paulo, Brasil;19651087
2024-02-13T00:11:53;195.68.70.62;48.118.206.107;443;22;TCP;Exploração de Vulnerabilidade;root;Falhou;403 Forbidden;Berlin, Alemanha;115610f5
2024-10-21T17:43:49;45.150.130.126;30.77.110.160;;;ICMP;DDoS;root;Falhou;Invalid Password;Paris, França;185722b7
2024-10-20T07:34:51;72.215.2.97;203.22.55.50;22;22;TCP;Brute Force;root;Sucesso;;New York, USA;c097c0
2024-08-01T21:23:06;13.167.102.102;80.85.35.44;8080;3306;TCP;Brute Force;admin;Falhou;Rate Limit Exceeded;Tokyo, Japão;204017db
2024-08-27T04:26:42;82.225.34.187;16.185.170.104;69;161;UDP;DDoS;root;Falhou;Invalid Password;Berlin, Alemanha;f7722bc
2024-09-02T02:42:00;233.60.144.205;107.105.240.238;;;ICMP;DDoS;root;Falhou;Rate Limit Exceeded;New York, USA;6402537
2024-07-02T16:37:35;148.162.247.178;243.219.77.184;22;22;TCP;Exploração de Vulnerabilidade;guest;Sucesso;;Berlin, Alemanha;19382539
2024-07-16T04:22:40;58.101.181.147;202.108.69.190;;;ICMP;DDoS;root;Falhou;Rate Limit Exceeded;São Paulo, Brasil;1d0c16e7
2024-08-09T08:06:00;26.9.128.93;122.255.231.115;;;ICMP;DDoS;admin;Falhou;Access Denied;New York, USA;687fb4
2024-06-13T13:38:30;201.253.202.87;175.117.123.206;3306;8080;TCP;Exploração de Vulnerabilidade;guest;Sucesso;;New York, USA;26b8144c
2024-10-02T01:16:08;22.155.25.183;64.149.107.29;3306;22;TCP;Exploração de Vulnerabilidade;root;Falhou;403 Forbidden;Paris, França;1a07134f
2024-01-22T22:54:54;49.238.87.186;200.206.55.78;53;67;UDP;DDoS;admin;Falhou;403 Forbidden;São Paulo, Brasil;dd717d5
2024-01-26T04:36:22;139.178.235.33;102.192.88.119;;;ICMP;Port Scanning;root;Sucesso;;São Paulo, Brasil;11df207b
2024-09-06T03:47:40;137.64.216.167;223.135.62.133;;;ICMP;DDoS;guest;Falhou;Invalid Password;New York, USA;dba14d8
2024-01-03T16:58:57;71.133.49.136;137.65.21.143;161;53;UDP;Exploração de Vulnerabilidade;admin;Falhou;Rate Limit Exceeded;New York, USA;ef8193d
2024-09-19T13:00:14;195.129.177.108;198.35.83.86;67;68;UDP;Exploração de Vulnerabilidade;admin;Sucesso;;Paris, França;21c41820
2024-03-10T00:02:53;226.136.19.133;246.47.88.156;8080;22;TCP;Brute Force;root;Sucesso;;São Paulo, Brasil;4942538
2024-05-09T12:24:06;48.43.72.230;211.68.175.175;443;80;TCP;Brute Force;guest;Sucesso;;São Paulo, Brasil;b8f12ac
2024-03-25T19:52:54;8.217.98.112;24.212.84.210;;;ICMP;Port Scanning;guest;Falhou;403 Forbidden;Berlin, Alemanha;14288d5
2024-07-27T08:39:42;170.44.225.86;14.65.124.222;53;68;UDP;DDoS;admin;Falhou;Rate Limit Exceeded;Paris, França;1cf7ae0
2024-05-29T22:05:20;91.112.71.132;102.228.173.204;;;ICMP;DDoS;admin;Falhou;Access Denied;Berlin, Alemanha;1fc91f1d
2024-02-24T04:24:51;246.126.214.112;102.246.80.165;80;8080;TCP;Brute Force;guest;Sucesso;;New York, USA;18e4d7f
2024-01-16T20:52:49;243.156.105.15;52.25.233.204;8080;8080;TCP;Brute Force;root;Sucesso;;São Paulo, Brasil;a031f4c
2024-04-21T22:50:07;144.53.132.6;159.54.125.221;;;ICMP;Port Scanning;root;Falhou;Access Denied;New York, USA;1cac697
2024-03-13T18:47:35;210.187.54.69;208.26.162.190;80;8080;TCP;Exploração de Vulnerabilidade;admin;Sucesso;;São Paulo, Brasil;9aa22d2
2024-02-11T13:26:13;112.92.54.223;99.139.53.217;3306;22;TCP;Brute Force;guest;Sucesso;;New York, USA;23ce23bb
2024-02-09T00:38:44;23.106.207.196;237.154.99.10;22;3306;TCP;Exploração de Vulnerabilidade;guest;Sucesso;;São Paulo, Brasil;1938a2d
2024-06-01T23:22:58;216.103.209.47;67.126.204.46;;;ICMP;DDoS;root;Sucesso;;Tokyo, Japão;ae691f
2024-07-06T18:00:26;213.58.184.52;156.4.175.250;;;ICMP;Port Scanning;root;Sucesso;;Tokyo, Japão;5d1136a
2024-08-14T20:47:53;166.88.12.168;153.141.7.84;161;67;UDP;DDoS;guest;Sucesso;;Tokyo, Japão;189a226c
2024-10-31T06:55:33;24.147.141.60;178.166.193.137;8080;8080;TCP;Exploração de Vulnerabilidade;guest;Sucesso;;Tokyo, Japão;5a51e71
2024-08-15T22:33:04;143.229.115.99;115.197.99.111;;;ICMP;DDoS;root;Sucesso;;São Paulo, Brasil;f57e0f
2024-06-05T16:26:20;226.153.139.109;74.67.14.76;68;68;UDP;DDoS;root;Sucesso;;Tokyo, Japão;106eb08
2024-10-18T22:21:04;47.78.234.62;66.12.225.83;69;161;UDP;DDoS;root;Falhou;Access Denied;Paris, França;116bcb6
2024-03-29T16:46:27;239.17.172.39;149.177.30.45;67;68;UDP;DDoS;guest;Falhou;Rate Limit Exceeded;Tokyo, Japão;1af518a2
2024-02-21T21:54:55;177.28.19.137;167.254.77.38;68;68;UDP;DDoS;admin;Falhou;Rate Limit Exceeded;New York, USA;13f41fc5
2024-05-27T19:41:14;114.239.8.28;233.209.169.140;161;68;UDP;Exploração de Vulnerabilidade;root;Falhou;Rate Limit Exceeded;Tokyo, Japão;18d2cd5
2024-10-21T17:12:30;61.179.3.33;223.183.232.142;8080;8080;TCP;Brute Force;guest;Sucesso;;São Paulo, Brasil;a4f1450
2024-01-04T05:46:52;36.102.198.122;105.114.2.116;;;ICMP;Port Scanning;root;Sucesso;;Paris, França;8a3ea5
2024-07-24T13:18:27;190.165.191.88;43.97.233.118;;;ICMP;Port Scanning;admin;Sucesso;;Tokyo, Japão;14d6177c
2024-01-15T07:03:25;12.29.143.118;225.235.31.44;;;ICMP;Port Scanning;admin;Sucesso;;São Paulo, Brasil;12131faf
2024-09-23T05:50:05;9.132.116.76;23.37.87.11;;;ICMP;Port Scanning;admin;Sucesso;;Berlin, Alemanha;ceb401
2024-07-09T21:19:44;187.131.214.80;135.218.51.7;22;3306;TCP;Exploração de Vulnerabilidade;root;Falhou;Access Denied;Paris, França;1f0419c8
2024-10-28T08:45:49;208.30.216.23;39.100.92.86;3306;3306;TCP;Brute Force;root;Sucesso;;Tokyo, Japão;47a4b3
2024-08-04T21:50:59;147.240.116.195;124.232.2.169;;;ICMP;Port Scanning;root;Falhou;Invalid Password;New York, USA;22dedd7
2024-06-16T22:07:50;17.171.188.160;139.207.34.20;161;161;UDP;Exploração de Vulnerabilidade;guest;Falhou;Access Denied;Berlin, Alemanha;63718e3
2024-08-11T04:18:19;114.240.49.34;3.176.95.172;68;69;UDP;Exploração de Vulnerabilidade;root;Falhou;403 Forbidden;São Paulo, Brasil;437a97
2024-07-11T17:15:04;204.3.37.243;44.246.183.164;53;69;UDP;DDoS;root;Falhou;403 Forbidden;Berlin, Alemanha;52410ce
2024-06-05T22:42:31;170.142.24.155;17.231.3.99;22;3306;TCP;Exploração de Vulnerabilidade;root;Sucesso;;Berlin, Alemanha;f52de7
2024-05-14T06:59:54;65.119.193.243;168.143.91.64;;;ICMP;DDoS;root;Sucesso;;Paris, França;8fbd1d
2024-02-23T13:58:07;116.167.178.239;243.26.81.206;;;ICMP;DDoS;admin;Sucesso;;Berlin, Alemanha;10d2480
2024-04-10T21:29:22;76.119.65.143;67.202.220.23;;;ICMP;DDoS;root;Falhou;Access Denied;Berlin, Alemanha;1a8c1c48
2024-10-09T06:48:41;243.89.186.6;198.49.42.203;80;3306;TCP;Brute Force;root;Falhou;Rate Limit Exceeded;Paris, França;1d1825ce
